Country Name,Country Code,Year,Access to clean fuels and technologies for cooking (% of population),Access to electricity (% of population),Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),Cereal production (metric tons),"Children out of school, primary","Employers, female (% of female employment) (modeled ILO estimate)","Employers, male (% of male employment) (modeled ILO estimate)","Employers, total (% of total employment) (modeled ILO estimate)",Exports of goods and services (% of GDP),GDP per capita (current US$),Gini index,"Inflation, consumer prices (annual %)","Population, total","School enrollment, secondary (% gross)","Service exports (BoP, current US$)","Service imports (BoP, current US$)","Unemployment, total (% of total labor force) (modeled ILO estimate)"
Bolivia,BOL,2019,86.6,95.1,36.136,2912082.0,84476.0,2.31050340596752,5.84585851176271,4.27450440168095,24.967262285945,3503.8960106182,41.6,1.83954504969026,11671386.0,90.0654907226562,1443285122.84592,2871435057.84041,3.682
Bolivia,BOL,2020,87.4,97.2,36.136,2914459.0,71200.0,1.82795632070994,4.83636004453393,3.50948843406286,20.2725897739051,3099.94219044572,43.6,0.940742153381849,11816299.0,90.0048294067383,424590270.351746,1728570355.87811,7.903
Bolivia,BOL,2021,88.3,98.6,,3741163.26,58725.0,1.73943048887535,4.50612765120093,3.2468825877878,27.82534590956,3384.84486479247,40.9,0.737383721452275,11937360.0,91.4961090087891,448624292.521477,1970772716.2119,5.089
Bolivia,BOL,2022,89.1,99.9,,2615641.21,47675.0,1.86016267574457,4.71287948326969,3.40911243036862,32.6115548585963,3643.92826968677,,1.74632872945969,12077154.0,91.4673690795898,923543015.025601,2733776941.75314,3.552
Bolivia,BOL,2023,,,,,58597.0,1.82008321204251,4.65308747343875,3.35315791473732,25.5322398174316,3686.27996490544,,2.57688800489192,12244159.0,92.400520324707,1111450550.30455,2456287456.24144,3.024
Brazil,BRA,2000,89.05,94.4,1110.48,46527201.96,,2.4731273760886,5.63410873974323,4.41632121316017,10.1880480043795,3766.54811466032,,7.04414105947266,174018282.0,,8396328525.13575,17178159613.2,10.889
Brazil,BRA,2001,89.8,96.0,1057.52,57125393.44,,2.49950512363438,5.60631009574438,4.38445984076368,12.37171066993,3176.28935747524,58.4,6.84035902487523,176301203.0,,8555964164.97589,17313048717.2821,10.649
Brazil,BRA,2002,90.2,96.7,1257.136,50875594.0,,2.73525496427602,5.52583078942097,4.40957875242048,14.2305902713775,2855.94018885769,58.1,8.45016437708331,178503484.0,,8711869479.53689,14794488606.8444,10.641
Brazil,BRA,2003,90.7,97.0,2296.718,67454328.6,,2.57409453727841,5.53270010435813,4.34383604342005,15.1807837086861,3090.6070097455,57.6,14.7149197228147,180622688.0,,9578042993.16155,15692722689.5456,11.168
Brazil,BRA,2004,91.3,96.8,2482.397,63953364.1,,2.58984510578407,5.37084820225015,4.24481670236544,16.5457615119353,3663.823188064,56.5,6.59718509985963,182675143.0,,11548779176.8625,18003234961.7971,10.072
Brazil,BRA,2005,91.6,97.1,1479.733,55670925.0,,2.69726410799479,5.56064592965538,4.38977999834114,15.2438292672646,4827.78173052472,56.3,6.86953720898964,184688101.0,,14762690788.1191,24810057561.7076,10.551
Brazil,BRA,2006,92.1,97.6,1133.831,59148978.0,,2.82875705597093,5.85572411443236,4.61272621466579,14.3743163003006,5934.1447107274,55.6,4.18356812896909,186653106.0,,17730530324.5216,29455720390.5856,9.692
Brazil,BRA,2007,92.5,98.1,793.759,69441634.0,,2.40420674348228,4.90142261325717,3.87530499436488,13.327675103099,7409.69130727951,54.9,3.64127299102652,188552320.0,,21824000137.1611,38105043596.4595,9.28
Brazil,BRA,2015,95.7,99.7,334.796,106026684.77,658888.0,2.82713473022831,5.29865946722781,4.27165647190471,12.9001914177405,8936.19661756825,51.9,9.02990102416136,201675532.0,100.920516967773,33674744241.23,79344622828.2,8.538
Brazil,BRA,2016,95.8,99.7,365.404,84166681.6,630849.0,2.90910163114691,5.20063901047971,4.24823057041374,12.4666790443888,8836.28652636996,53.4,8.73914352329393,203218114.0,102.569511413574,33053800677.03,69709687667.7,11.58
Brazil,BRA,2017,96.1,99.8,365.404,117977043.93,619485.0,3.128350351189,5.67214088175316,4.60318136652715,12.5189678700669,10080.5092817775,53.3,3.44637335032669,204703445.0,103.015960693359,33257427223.05,74885706234.03,12.792
Brazil,BRA,2018,96.2,99.7,365.404,103259697.62,709047.0,3.22165779894137,5.80509275653829,4.71391581278155,14.6349994952986,9300.66164936497,53.9,3.66485028376729,206107261.0,105.00707244873,34044413357.87,73372063941.61,12.329
Brazil,BRA,2019,96.4,99.8,365.404,121202015.51,612571.0,3.29739463892178,5.58461786873411,4.61478940939648,14.1229191903622,9029.83326742175,53.5,3.73297621216894,207455459.0,103.953277587891,33033119251.79,71514059957.37,11.936
Brazil,BRA,2020,96.4,99.7,365.404,125585547.54,658477.0,3.08998188331276,5.60660292963949,4.56668272845331,16.4535520107044,7074.19378281866,48.9,3.21176803803376,208660842.0,104.125999450684,27513932172.52,52171019944.9,13.697
Brazil,BRA,2021,96.5,99.5,,112039454.26,768294.0,2.80273588357576,5.07959041070749,4.13743486585564,19.1094303673866,7972.53665048385,52.9,8.30165975585673,209550294.0,106.651901245117,31481822899.19,58438818790.8,13.158
Brazil,BRA,2022,96.5,100.0,,135485143.44,585579.0,3.16572146529942,5.17240783065914,4.32301837024798,19.6307650034371,9281.33334441234,52.0,9.28010608956873,210306415.0,106.031188964844,40291245724.12,79908939937.73,9.231
Brazil,BRA,2023,,,,,,2.99094448823122,5.1283648634433,4.21996045678902,18.1102794216442,10294.866680778,,4.59356282283204,211140729.0,,45396164821.02,85495914842.39,7.947
British Virgin Islands,VGB,2000,,97.1,,,347.0,,,,,,,,20241.0,96.4923477172852,,,
British Virgin Islands,VGB,2001,,97.2,,,123.0,,,,,,,,20796.0,96.0049209594727,,,
British Virgin Islands,VGB,2002,,97.3,,,54.0,,,,,,,,21430.0,93.9822998046875,,,
British Virgin Islands,VGB,2003,,97.4,,,61.0,,,,,,,,22134.0,94.61181640625,,,
British Virgin Islands,VGB,2004,,97.5,,,,,,,,,,,22881.0,97.5428619384766,,,
British Virgin Islands,VGB,2005,,97.6,,,207.0,,,,,,,,23665.0,106.568519592285,,,
British Virgin Islands,VGB,2006,,97.8,,,274.0,,,,,,,,24493.0,110.553047180176,,,
British Virgin Islands,VGB,2007,,97.9,,,15.0,,,,,,,,25366.0,107.739761352539,,,
British Virgin Islands,VGB,2015,,100.0,,,1.0,,,,,,,,34498.0,99.1682968139648,,,
British Virgin Islands,VGB,2016,,100.0,,,1.0,,,,,,,,33878.0,100.0,,,
British Virgin Islands,VGB,2017,,100.0,,,,,,,,,,,32699.0,91.7039413452148,,,
British Virgin Islands,VGB,2018,,100.0,,,307.0,,,,,,,,34657.0,,,,
British Virgin Islands,VGB,2019,,100.0,,,28.0,,,,,,,,36395.0,,,,
British Virgin Islands,VGB,2020,,100.0,,,,,,,,,,,37135.0,,,,
British Virgin Islands,VGB,2021,,100.0,,,,,,,,,,,37809.0,84.1037216186523,,,
British Virgin Islands,VGB,2022,,100.0,,,21.0,,,,,,,,38319.0,82.6103210449219,,,
British Virgin Islands,VGB,2023,,,,,,,,,,,,,38985.0,,,,
Cayman Islands,CYM,2000,,100.0,,,55.0,,,,,,,,39674.0,93.1212692260742,,,
Cayman Islands,CYM,2001,,100.0,,,50.0,,,,,,,,41089.0,85.5104293823242,,,
Cayman Islands,CYM,2002,,100.0,,,38.0,,,,,,,,42514.0,80.9474411010742,,,
Cayman Islands,CYM,2003,,100.0,,,,,,,,,,,43934.0,,,,
Cayman Islands,CYM,2004,,100.0,,,128.0,,,,,,,,45352.0,87.1009368896484,,,
Cayman Islands,CYM,2005,,100.0,,,340.0,,,,,,,,46788.0,88.1398315429688,,,
Cayman Islands,CYM,2006,,100.0,,,193.0,,,,,87085.0937376216,,,48232.0,88.1155014038086,,,
Cayman Islands,CYM,2007,,100.0,,,41.0,,,,,89888.2618212462,,,49687.0,90.2007827758789,,,
Cayman Islands,CYM,2015,,100.0,,,384.153396311291,,,,,76379.2095108681,,-2.34752770165615,61642.0,97.2377158034529,,,
Cayman Islands,CYM,2016,,100.0,,,267.098298676749,,,,,77802.2541567187,,-0.62525835861814,63100.0,101.77753837867,3076389141.25343,1098188128.68268,
Cayman Islands,CYM,2017,,100.0,,,220.58485139022,,,,74.021817064189,80053.9444506891,,,64535.0,102.868068833652,3453719357.96774,1250154480.75029,
Cayman Islands,CYM,2018,,100.0,,,181.0,,,,71.587849798792,83865.5531568184,,,65941.0,96.3414611816406,3649604729.7305,1389694065.14717,
Cayman Islands,CYM,2019,,100.0,,,269.0,,,,69.4710255697764,88254.2903677044,,,67327.0,98.414909362793,3770897182.63661,1410917732.24683,
Cayman Islands,CYM,2020,,100.0,,,371.0,,,,59.6335983892308,82338.7982853661,,,68684.0,97.3954010009766,3339445080.66505,1275598347.32745,
Cayman Islands,CYM,2021,,100.0,,,727.0,,,,,86438.445257404,,,70108.0,101.500267028809,3440219240.21749,1426272588.03941,
Cayman Islands,CYM,2022,,100.0,,,696.0,,,,,92202.1478031576,,,71591.0,101.511993408203,4045854336.67881,1679223501.92662,
Cayman Islands,CYM,2023,,,,,754.0,,,,,97749.5078960846,,,73038.0,99.2621688842773,,,
Chile,CHL,2000,100.0,97.9,-73.3643,2589760.0,,2.45881398384309,5.09880620688797,4.21578130580542,30.1237538786606,5052.99245768719,52.8,3.84327295706575,15503635.0,86.9013595581055,4083266402.75766,4864288891.21907,10.491
Chile,CHL,2001,100.0,97.1,-75.0687,3115635.0,,2.60374185011707,4.89154981328375,4.13008488133155,31.8473112672707,4563.5952986689,,3.56910053001458,15683849.0,,4138778254.65743,5054742510.1621,10.39
Chile,CHL,2002,100.0,97.3,-62.073,3380192.0,,2.74585832124024,4.67668299204834,4.03375594242487,32.2572203541974,4430.84741157069,,2.48939816650708,15857925.0,89.4216384887695,4387210813.26963,5138705998.59316,10.168
Chile,CHL,2003,100.0,98.8,-78.4366,3692845.0,,2.9031997690434,4.48035926822938,3.94467936024935,35.060974530422,4773.40177520754,51.5,2.81017875743615,16024752.0,90.6209564208984,4818836024.28714,5285606470.2181,9.765
Chile,CHL,2004,100.0,97.5,-73.133,3999404.0,,2.64475980875768,4.13214788569598,3.61522285508563,39.6857495127581,6120.59152052304,,1.05473871403513,16187322.0,91.0151062011719,5770557068.04736,6598732807.61551,10.162
Chile,CHL,2005,100.0,97.7,-72.5802,3989070.0,,2.41566200327067,3.81978184439838,3.32383020546627,40.1755720117677,7480.3233099645,,3.05257621387847,16348778.0,92.0045623779297,6658489262.93344,7883176854.6856,9.34
Chile,CHL,2006,100.0,99.4,-76.6777,3565734.0,,2.21440115229795,3.54576755729985,3.07058787169046,43.8656742012527,9318.65655299547,47.7,3.39201733699409,16509195.0,91.9973297119141,7366086263.18723,8858224145.68639,9.024
Chile,CHL,2007,100.0,98.0,-63.105,2855245.0,52834.0,2.26870109661094,3.59416545001068,3.11275201698797,45.1298518961412,10346.4138184533,,4.40779938398042,16671581.0,91.5507965087891,8553417670.22792,9994091177.71123,8.427
Chile,CHL,2015,100.0,99.7,-56.5143,3788921.4,39559.0,2.45773748131748,5.28478945013658,4.13709017817781,29.1910794910787,13433.9202985339,45.3,4.34877353217053,18047625.0,100.921676635742,8557378164.3002,14128342206.1915,6.313
Chile,CHL,2016,100.0,100.0,-74.6979,3872402.5,36474.0,2.23571090489236,5.21352807992817,3.99414365798662,27.9231581095558,13649.8520455553,,3.78619355893118,18267221.0,101.488136291504,8600293003.49038,14078917070.8111,6.673
Chile,CHL,2017,100.0,99.7,-11.7103,3471759.7,34398.0,2.71558213240841,5.49205906057854,4.34499952517543,28.3313768335469,14879.9086230423,45.3,2.18271846868519,18558868.0,102.294822692871,9193561249.07127,14804099322.7428,7.257
Chile,CHL,2018,100.0,100.0,-68.0803,3661684.5,28869.0,2.54779062489635,5.30558107291809,4.16095852080675,28.5290447397051,15659.4808675628,,2.43488981353057,18893191.0,103.173049926758,9225695084.83657,16567154808.2063,7.623
Chile,CHL,2019,100.0,100.0,-68.9643,3296214.6,24658.0,2.44635633398897,5.26147991706257,4.08313869447576,27.8746677570512,14495.716721687,,2.55754475703327,19197744.0,104.405769348145,8462393768.2284,16547433677.1653,7.493
Chile,CHL,2020,100.0,100.0,-68.9643,2761553.53,35186.0,2.00769356458468,4.2776541132082,3.35474201176868,31.3303902428612,13114.815470545,47.0,3.04549084804334,19370624.0,103.691688537598,5554458259.88661,13026956217.8148,10.934
Chile,CHL,2021,100.0,100.0,,3035972.47,33577.0,1.86451863811533,3.92586130837547,3.08493937898086,31.9735835020867,16216.5706467899,,4.52456838259121,19456334.0,106.673522949219,5843895345.68061,18337676561.0862,9.281
Chile,CHL,2022,100.0,100.0,,2588504.75,19938.0,1.89351052106045,4.15959940179856,3.21222045781636,35.515107072528,15451.1319576678,43.0,11.6438667110561,19553036.0,106.068328857422,8514767553.58041,24113593676.3464,8.249
Chile,CHL,2023,,,,,,1.70736676313625,4.22183081738731,3.15204699911508,31.1367365250198,17067.8136150601,,7.58168251407969,19658835.0,,9791970493.77051,20573665042.6132,9.013
Colombia,COL,2000,78.0,95.2,102.9724,3619055.0,0.0,2.61094462540717,5.44629253341697,4.37247033770939,15.915139715438,2555.00751039968,58.4,9.22534818585366,39089934.0,76.4044799804688,2061970319.69547,3435499034.76996,20.52
Colombia,COL,2001,79.1,98.5,100.1485,3548898.0,0.0,2.70675625383648,5.92791451127907,4.69946081040637,15.3871357665009,2472.99084035833,57.3,7.96556090304834,39709262.0,,2202653333.29747,3803932939.64823,15.04
Colombia,COL,2002,79.8,94.9,97.3246,3621268.0,0.0,2.80166968529172,6.42209796042313,5.03344042233903,14.8155696775272,2428.92969771584,56.0,6.35150728778872,40324680.0,78.1551971435547,1890269315.37118,3546487228.23345,14.481
Colombia,COL,2003,80.8,95.1,94.5007,4284960.0,,2.73221399882129,6.17144106426732,4.8368802703104,16.5752997117627,2311.94218760291,53.6,7.1297886294186,40937429.0,,1929641221.78969,3565191807.54577,13.221
Colombia,COL,2004,81.1,95.3,91.6768,4438852.0,17770.0,3.06517610155086,6.54359988863548,5.20538446108646,16.7707514248023,2818.57195413044,55.0,5.90402005546502,41543171.0,82.9504623413086,2437296675.44342,4276873207.09596,13.717
Colombia,COL,2005,82.0,96.8,88.8529,4098565.0,13941.0,3.12177038678898,6.73730074152061,5.34867788918518,16.9710437391629,3456.06610874512,53.9,5.05101962689696,42128977.0,86.9616470336914,2956157545.78681,5261068435.61543,11.062
Colombia,COL,2006,82.8,95.7,86.029,3685423.0,7351.0,2.92862039067974,5.78555146703503,4.68981232938533,17.7285877506525,3789.85361217027,,4.29342363628927,42691084.0,90.2876663208008,3695485531.98548,6003257895.37561,11.091
Colombia,COL,2007,83.3,96.0,83.2051,4013252.0,3588.0,2.92178228448397,5.53542948269146,4.53442515812265,16.4331421263646,4769.926147194,,5.54438485815156,43235374.0,93.012809753418,4571964064.16268,7452916475.67515,11.204
Colombia,COL,2015,89.4,98.2,77.1837,3603471.59,131741.0,2.5634511007128,5.20770955765442,4.12493322234784,15.6502115094968,6248.51490534512,51.0,4.9898311584953,46969940.0,97.6741180419922,8434422179.39661,13960164698.1277,8.572
Colombia,COL,2016,90.0,98.4,84.1059,3982827.07,201303.0,2.43224739964252,4.81806585954495,3.84202479382563,14.7171392781975,5959.84250367574,50.6,7.51346024627675,47437512.0,98.4156265258789,8705602437.74661,12981015918.6979,8.922
Colombia,COL,2017,90.7,98.5,91.0282,4057766.61,156491.0,2.43587412442006,5.1471968828375,4.04065221279132,15.1452897484005,6479.53231292429,49.7,4.31431325695011,48131078.0,99.2193298339844,9536024797.35554,14012970922.4247,9.086
Colombia,COL,2018,91.4,98.5,97.9505,3995557.73,180919.0,2.54798740877646,5.13072420321584,4.08618871960629,15.8997196775431,6816.96818309544,50.4,3.24056932930569,49024465.0,100.373336791992,10730969445.7418,14893206512.4192,9.36
Colombia,COL,2019,91.9,99.4,97.9505,4061519.21,195829.0,2.32871342387116,4.50277733622,3.62748389323054,15.8680386541241,6472.54544924705,51.3,3.52301932741447,49907985.0,101.989349365234,10668419359.9064,14953812502.8519,10.28
Colombia,COL,2020,92.6,99.7,97.9505,4458460.35,239318.0,2.10107299440656,4.00699003520973,3.26520680136816,13.5222755593302,5339.68711357943,53.5,2.52663500084706,50629997.0,101.499450683594,5914665261.32126,10149628353.5875,15.983
Colombia,COL,2021,93.1,100.0,,4555933.19,274954.0,2.1159848401362,3.84421663117819,3.17023075571397,16.1970059548864,6222.62164397614,55.1,3.49505757399448,51188173.0,102.987998962402,8177865908.01077,14194903777.2357,13.898
Colombia,COL,2022,93.6,100.0,,4570106.61,289295.0,1.95761829822646,3.49377482939633,2.87998982078831,20.2324003888988,6674.59601948063,54.8,10.1772313546166,51737944.0,101.573776245117,13732017930.4554,17954129348.076,10.547
Colombia,COL,2023,,,,,,1.82861161851753,3.45403570520492,2.79571041882188,17.8372967672269,6947.35928681966,,11.7359044948689,52321152.0,,15631361270.251,16856244965.2542,9.594
Costa Rica,CRI,2000,89.0,96.9,19.0,284922.0,,2.39028425056027,5.29022227907389,4.33484230369035,42.9303221707385,3812.75388284924,47.4,10.9615496593622,3937739.0,61.4872283935547,2303318558.14663,1347920223.67802,5.08
Costa Rica,CRI,2001,89.3,98.2,5.0,229454.0,,2.62512132144231,5.23701532593425,4.33285154615648,40.5085725030293,3985.12984506207,51.5,11.2556157091172,4008947.0,65.9425735473633,2312224495.46964,1187654705.68727,6.051
Costa Rica,CRI,2002,89.7,98.5,5.0,201368.0,,2.4068262666009,5.16450838412815,4.21112001514032,39.2245352070616,4067.71851429092,51.8,9.16752048509119,4075705.0,67.3254776000977,2266628091.83672,1184438126.8944,6.396
Costa Rica,CRI,2003,90.0,98.7,4.0,198281.0,,2.74727299205014,6.11656967715418,4.9494263129041,40.6717129184331,4173.14856415514,49.3,9.44758091616984,4138784.0,,2455809454.58371,1290848831.64655,6.654
Costa Rica,CRI,2004,90.4,99.0,5.0,209860.0,,2.35069999177952,5.50922989435927,4.44250103507673,42.2076534629626,4431.0117207843,48.4,12.3148150178852,4200078.0,79.9783020019531,2780754636.01857,1435822845.41161,6.445
Costa Rica,CRI,2005,90.6,99.1,5.0,196477.0,,2.11906985159887,4.70442698529708,3.79578008186375,43.4645223606983,4703.00721784778,47.5,13.7982949108987,4261240.0,81.3713302612305,3197093709.36777,1511664438.78782,6.749
Costa Rica,CRI,2006,91.0,99.1,5.0,207263.0,,2.40843692286395,4.95080167716472,4.05200987698263,43.3140351086932,5256.59640859159,49.3,11.4705968149052,4321340.0,88.2225570678711,3588342113.4159,1666816875.2526,5.926
Costa Rica,CRI,2007,91.4,99.2,6.0,199213.88,,1.89741115935038,4.45087535864184,3.53440931778604,40.5821375084213,6137.71199925542,49.3,9.35724456417157,4380248.0,89.6610488891602,4119711819.28944,1935958305.41929,4.557
Costa Rica,CRI,2015,94.2,99.4,0.0,203816.0,26205.0,1.72220673041999,3.67040492036337,2.89595870820624,29.9956578647983,11714.7105980732,48.4,0.801982005099623,4818038.0,117.916282653809,7693596629.89759,3084947873.77722,8.415
Costa Rica,CRI,2016,94.6,99.5,-1.0,213880.0,25018.0,2.15875544667426,4.28123241165528,3.46629118384808,31.2600963003845,12091.0301606154,48.7,-0.0174788505908217,4866998.0,119.994560241699,8537126906.51826,3427283776.51657,8.085
Costa Rica,CRI,2017,95.0,99.6,-3.0,159571.0,30759.0,2.13454457627035,4.7356388105958,3.74129695405169,32.7626831479863,12317.0902771304,48.3,1.62590692991732,4913177.0,123.834991455078,8597672350.99612,3837297133.51519,7.729
Costa Rica,CRI,2018,95.3,99.7,-3.0,197700.9,16668.0,1.94814003966917,4.8021407731772,3.69513869641564,33.7385107761536,12590.2493781614,48.0,2.22111461526581,4957818.0,128.475006103516,9750807594.38973,4211934647.32213,9.01
Costa Rica,CRI,2019,95.6,99.7,-3.0,170321.2,13067.0,1.92683816581181,3.71878666492848,2.99722541398673,34.3253215593308,12884.6859951989,48.2,2.09604635327807,4999553.0,137.016326904297,10912929532.9475,4562113528.64881,10.807
Costa Rica,CRI,2020,95.9,99.9,-3.0,151685.0,17880.0,1.69504139442497,3.57216172418207,2.84849732033587,31.9064976578059,12394.0493969492,49.2,0.724911478131376,5034320.0,135.900039672852,7905462417.08772,3430724701.06183,16.432
Costa Rica,CRI,2021,96.2,100.0,,210981.17,20873.0,1.69853025779533,3.36046579330422,2.71130391999167,36.1763570269654,12838.1185358931,48.7,1.72647755109241,5059988.0,141.202713012695,8781871021.80484,4267299493.50255,15.139
Costa Rica,CRI,2022,96.4,100.0,,110446.0,21213.0,1.52573973378838,3.38610206915561,2.64393596963078,42.4051961144394,13625.9008491328,47.2,8.27477490232654,5081765.0,133.159164428711,12745653555.185,5782232762.54965,11.325
Costa Rica,CRI,2023,,,,,,1.95557042183193,3.31335290806469,2.78743907093753,38.9156320351491,16942.0268119375,46.7,0.525193508693455,5105525.0,,14796463150.0311,6367773822.07876,8.325
Cuba,CUB,2000,61.4,97.0,18.1401,826200.0,2226.0,0.82514456232974,2.5245242412596,1.96151103563846,14.1300293796253,2751.3817714814,,,11109109.0,82.1248626708984,,,5.45
Cuba,CUB,2001,65.5,96.2,18.1587,900115.0,678.0,0.96611469636257,2.84065463776834,2.20471768832178,13.2344771860718,2842.96704310394,,,11144132.0,84.5602874755859,,,4.08
Cuba,CUB,2002,69.4,95.5,18.1774,1001179.0,1687.0,1.00388348046541,2.86263850562304,2.22547240777485,11.5270686652476,3005.21104247868,,,11177418.0,88.7363510131836,,,3.31
Cuba,CUB,2003,73.0,96.5,18.1964,1075955.0,3666.0,1.14215541777716,3.10946103651957,2.42605324034978,12.9519347542701,3202.78109865637,,,11209383.0,91.9045715332031,,,2.33
Cuba,CUB,2004,75.95,96.6,18.2155,889369.0,5082.0,1.21009805967035,3.18777146229861,2.48559910856121,16.0217783943669,3399.21962893402,,,11238756.0,91.3054275512695,,,1.854
Cuba,CUB,2005,78.9,96.8,18.2345,732197.0,7220.0,1.22079084997927,3.11443234691279,2.42500226108164,21.018043449426,3786.33799225291,,,11262554.0,92.6184310913086,,,1.95
Cuba,CUB,2006,81.15,96.9,18.2536,744119.0,11295.0,1.18121437417087,2.93799070451383,2.28243957860881,18.7134547274699,4329.98265964383,,,11278550.0,93.4113922119141,,,1.913
Cuba,CUB,2007,83.0,97.1,18.2726,809469.0,5426.0,1.14727373480934,2.80487226664314,2.17480134448128,20.3363598668348,4807.43888960684,,,11287272.0,93.358772277832,,,1.788
Cuba,CUB,2015,92.7,99.0,-26.1371,791665.9,20101.0,2.68486658314256,6.10940249880844,4.74339745550701,17.1473888133975,7727.91997207998,,,11275065.0,96.2741470336914,,,2.4
Cuba,CUB,2016,93.4,99.2,-26.1371,930967.8,19546.0,2.85680433060079,6.54539821913974,5.07251962194188,14.9829691254326,8110.55873961397,,,11265612.0,98.0223770141602,,,2.0
Cuba,CUB,2017,93.65,99.4,-26.6601,786203.0,21567.0,3.04964977095884,6.99369592706414,5.4109252162143,14.5512704817734,8610.60829531998,,,11247829.0,99.2762908935547,,,1.7
Cuba,CUB,2018,94.2,99.6,-26.6591,812373.93,21064.0,3.13934214417727,7.10444395550602,5.51158833976412,14.5227333911607,8911.46205964193,,,11227118.0,100.185363769531,,,1.7
Cuba,CUB,2019,94.4,99.8,-26.6581,703430.38,19330.0,3.19662575092636,7.14737971532669,5.56239870984143,12.2133743797594,9232.26115935183,,,11202846.0,101.089462280273,,,1.705
Cuba,CUB,2020,94.7,99.9,-26.6571,525731.5,15970.0,3.09789408861126,7.13545687095375,5.52279353369831,8.16847039360309,9605.26125067263,,,11176354.0,102.037956237793,,,2.24
Cuba,CUB,2021,95.0,100.0,,466783.11,16309.0,3.06276962910467,7.03294567251655,5.45023236696975,34.8935719095063,,,,11122168.0,99.6352233886719,,,2.116
Cuba,CUB,2022,94.7,100.0,,355610.42,32949.0,3.04986015068525,7.01729462068491,5.47416831847922,40.0139049760333,,,,11059820.0,103.670539855957,,,1.82
Cuba,CUB,2023,,,,,34271.0,3.06053568630649,7.00587662710829,5.4782481506752,,,,,11019931.0,95.4401473999023,,,1.719
Curacao,CUW,2000,,100.0,,,,,,,,15841.2612359949,,,133860.0,,,,
Curacao,CUW,2001,,99.9,,,,,,,,16609.8454536485,,1.79282868525896,129047.0,,,,
Curacao,CUW,2002,,99.9,,,,,,,,16723.6925253468,,0.391389432485324,129205.0,,,,
Curacao,CUW,2003,,99.8,,,,,,,,16695.7351137757,,1.63371391441571,131897.0,,,,
Curacao,CUW,2004,,99.8,,,,,,,,16671.3403391655,,1.37912138094799,134192.0,,,,
Curacao,CUW,2005,,99.7,,,,,,,59.4962849609475,17032.3356620744,,4.11711711711708,137658.0,,,,
Curacao,CUW,2006,,99.7,,,,,,,63.3906524770353,17400.1637780186,,3.1149952409795,141239.0,,,,
Curacao,CUW,2007,,99.7,,,,,,,60.8534420640082,18005.7165850772,,2.99572039942908,144056.0,,,,
Curacao,CUW,2015,,100.0,,,,,,,68.4941164317425,19361.8130008678,,-0.476542049801405,157980.0,,1557111731.84358,921279329.608939,
Curacao,CUW,2016,,100.0,,,,,,,62.995509914548,18944.0961493998,,-0.0472079848940293,159664.0,,1421849162.01117,883726256.98324,
Curacao,CUW,2017,,100.0,,,,,,,59.6296892793727,18938.2440469703,,1.58558801700345,160175.0,,1341011783.45251,963890890.044693,
Curacao,CUW,2018,,100.0,,,,,,,63.2460008659465,19119.1243941688,,2.58368756641814,159336.0,,1348699408.51955,988103265.893855,
Curacao,CUW,2019,,100.0,,,,,,,,19220.6866958303,,2.62220783425059,157441.0,,1376799888.51955,869755221.418994,
Curacao,CUW,2020,,100.0,,,47.0,,,,,16356.0933594414,,,154947.0,129.470260620117,743479066.234637,499589982.681564,
Curacao,CUW,2021,,100.0,,,,,,,,17980.0888397547,,,152369.0,,1019446226.64246,426259910.927374,
Curacao,CUW,2022,,100.0,,,,,,,,20501.7522782219,,,149996.0,,1493245506.82123,864327237.586592,
Curacao,CUW,2023,,,,,366.0,,,,,22192.4453028535,,,147862.0,123.429740905762,1546440314.48603,934551936.329609,
Dominica,DMA,2000,79.5,81.1,-0.1376,175.21,250.0,,,,,4867.39896323759,,0.856946805358483,68511.0,106.938247680664,108056608.128156,80003287.9406319,
Dominica,DMA,2001,80.8,82.1,-0.1376,173.8,37.0,,,,,4981.89584851956,,1.3038940346596,68288.0,109.133491516113,111799611.179126,78162700.771273,
Dominica,DMA,2002,81.9,87.7,-0.1326,176.14,,,,,,4873.64220013013,,0.170055330197681,68367.0,112.225051879883,116609391.670693,79305987.3614107,
Dominica,DMA,2003,82.9,84.0,-0.1316,180.0,2.0,,,,,5009.57393166758,,1.45336800437251,68531.0,117.941673278809,139614290.834676,88269892.624533,
Dominica,DMA,2004,83.9,85.0,-0.1296,182.02,39.0,,,,,5348.94900144212,,2.39410982050298,68649.0,115.030769348145,144823775.076707,86362793.5860041,
Dominica,DMA,2005,84.5,86.0,-0.1276,190.0,10.0,,,,,5299.49596350504,,1.68190079877553,68734.0,114.504516601562,130267617.44054,85041905.8110307,
Dominica,DMA,2006,85.6,87.0,-0.1276,200.0,176.0,,,,37.0093386986561,5671.77065738238,,2.2023913263167,68806.0,113.636360168457,156006885.733408,92154972.1134637,
Dominica,DMA,2007,86.1,88.1,-0.1276,210.0,674.0,,,,35.0862697875557,6120.44205374343,,3.63222129317821,68847.0,113.194129943848,155345143.445444,102397083.679285,
Dominica,DMA,2015,89.2,96.7,-1.4448,188.94,218.0,,,,47.3242967417585,7679.83293618857,,-0.84382698463833,70410.0,93.761589050293,225423377.498692,131137375.918811,
